Image,Classification,ROI: 0.33 µm per pixel: Hoechst: Mean,ROI: 0.33 µm per pixel: AF1: Mean,ROI: 0.33 µm per pixel: CD45: Mean,ROI: 0.33 µm per pixel: S100a: Mean,ROI: 0.33 µm per pixel: CD4: Mean,ROI: 0.33 µm per pixel: CD8a: Mean,ROI: 0.33 µm per pixel: FoxP3: Mean,ROI: 0.33 µm per pixel: PD1: Mean
LungImg1.ome.tif,CD8,5515.582,2814.9209,1573.5819,241.452,980.7994,2218.6355,278.6243,366.7288
LungImg1.ome.tif,,4236.8213,4026.9631,759.4442,225.8665,1089.2357,494.3706,265.8515,280.8351
LungImg1.ome.tif,CD4,6149.7378,1878.0151,1214.6322,237.1335,2492.8765,418.6448,263.597,269.1385
LungImg1.ome.tif,CD8,3976.0962,1767.6685,1415.2424,247.0838,2149.0784,2015.1248,230.8271,322.7665
LungImg1.ome.tif,CD4,2438.6401,2248.0088,983.2183,252.4336,2494.8525,401.7316,261.6814,302.233
LungImg1.ome.tif,CD4,8063.5684,2268.8892,939.2158,240.4548,2134.7173,330.4956,284.3965,407.1283
LungImg1.ome.tif,,2524.2388,2471.7129,926.2018,246.9111,880.8704,1002.3889,261.8704,324.9981
LungImg1.ome.tif,CD4,5603.4458,2004.3904,1179.4048,243.0241,1862.0698,725.1157,262.9518,473.7928
LungImg1.ome.tif,CD8,1408.3442,2514.7983,1220.0593,231.8309,1066.7833,2362.6201,238.7062,257.4332
LungImg1.ome.tif,,4708.2231,3029.8362,754.1498,239.8293,1210.4042,389.0139,264.4425,274.6028
LungImg1.ome.tif,,3688.969,2076.033,769.0579,250.2769,930.2314,532.9297,236.5289,296.6653
LungImg1.ome.tif,CD4,6796.2051,3054.9619,1091.5513,245.8329,1894.1194,386.8997,272.6253,321.6802
LungImg1.ome.tif,CD8,5552.8818,2289.5349,1737.1831,256.1952,1421.1061,1137.0507,265.2434,291.2265
LungImg1.ome.tif,CD8,3780.4368,3693.8765,818.9282,237.1667,621.592,1633.3247,258.773,273.1351
LungImg1.ome.tif,CD4,3993.1826,2741.9602,785.3201,240.349,1724.9891,304.2369,227.6926,272.3183
LungImg1.ome.tif,CD4,4287.2837,1913.7872,1976.4255,246.7305,3670.9292,398.078,281.617,290.5319
LungImg1.ome.tif,CD4: FoxP3,4714.9219,2122.407,916.598,235.8668,2455.6306,374.4623,2056.7815,347.0905
LungImg1.ome.tif,CD4,3456.124,2513.9849,1228.282,249.1729,3566.752,363.9624,293.718,338.5977
LungImg1.ome.tif,,3754.458,3741.5586,1408.134,225.2402,1399.1453,1667.7095,263.7039,471.3296
LungImg1.ome.tif,,2083.8113,2904.0444,866.847,252.1085,1260.5374,682.774,257.6886,295.0747
LungImg1.ome.tif,CD4,3601.1443,2943.9968,1209.6185,232.2788,2252.4775,793.0961,271.7852,314.1154
LungImg1.ome.tif,,7545.5771,2558.8176,859.1298,226.0221,742.6354,575.0221,248.4724,288.3895
LungImg1.ome.tif,CD4,5510.5884,3317.3923,1047.1508,249.5694,2369.2297,435.6555,292.5431,352.2177
LungImg1.ome.tif,CD4: FoxP3,4026.7705,2981.2903,1427.577,250.8459,2237.6721,348.1541,1159.5245,326.5787
LungImg1.ome.tif,CD4,3215.032,2528.48,731.832,248.884,1582.812,322.476,233.484,281.06
LungImg1.ome.tif,CD4,5977.834,2556.4531,1111.0635,251.4622,2817.1511,429.1934,257.6677,330.1541
LungImg1.ome.tif,,6172.8848,2374.4202,1873.7207,246.507,1003.7324,597.2183,266.1056,291.3404
LungImg1.ome.tif,CD4: FoxP3,4362.8291,2456.4663,818.867,237.0535,1741.9724,333.8843,1756.4854,314.152
LungImg1.ome.tif,,3568.2168,3503.4448,762.4742,240.7353,1140.7721,400.2757,259.2684,294.8162
LungImg1.ome.tif,CD8,2212.2581,3378.9382,1052.3978,256.7177,1062.7258,926.6022,224.629,348.7581
LungImg1.ome.tif,,5322.1372,3145.0027,830.2164,262.4723,1747.7494,817.6332,246.3193,548.591
LungImg1.ome.tif,CD4,5361.1865,3532.5051,894.7474,224.1698,2059.6604,360.9441,280.4783,345.7412
LungImg1.ome.tif,CD8,7067.6113,2513.0444,1427.3722,250.5,832.5084,3608.2666,267.5028,447.8556
LungImg1.ome.tif,,5322.6992,2602.074,986.3245,254.2639,947.2084,661.2164,239.876,313.686
LungImg1.ome.tif,CD8,1595.2816,2531.1235,1235.3132,257.5443,651.2184,2184.4746,227.7247,287.4937
LungImg1.ome.tif,CD4,1684.7312,1907.5704,982.6197,249.6393,2264.3738,454.6262,252.2984,292.4164
LungImg1.ome.tif,CD4,3868.3301,2796.95,1130.1246,249.6424,2180.5986,841.335,246.356,296.4725
LungImg1.ome.tif,CD8,3973.5037,3501.1558,1853.5217,239.558,910.7899,3510.8804,259.3116,322.9456
LungImg1.ome.tif,CD8: FoxP3,4073.6697,1640.7256,992.9831,229.143,1645.1378,1327.9427,1443.8231,343.8375
LungImg1.ome.tif,CD8,4577.4717,2467.4832,918.7404,244.833,935.1264,1541.3522,232.6795,318.9187
LungImg1.ome.tif,,3037.2639,3595.4587,841,238.9538,1349.7954,599.6105,237.5776,284.5742
LungImg1.ome.tif,CD8,3244.1179,2813.2637,1045.0107,249.9706,981.1446,2542.1956,259.0669,367.2209
LungImg1.ome.tif,CD8,3464.0791,2448.6018,1285.8906,252.7325,1253.5045,1128.623,264.9969,354.5441
LungImg1.ome.tif,CD4,1845.7913,3702.1802,822.756,257.7714,2075.2834,503.9451,262.011,276.4484
LungImg1.ome.tif,CD8,4739.9248,3195.168,1261.9429,247,773.0375,2005.6036,261.1664,316.6868
LungImg1.ome.tif,CD4: PD1,3096.8623,2482.7686,1004.1138,240.9221,1861.6666,363.3353,226.8124,940.9501
LungImg1.ome.tif,CD8,4190.4458,2748,944.7245,245.7517,495.9932,2407.9285,330.5952,312.8946
LungImg1.ome.tif,,2278.8069,3857.8069,756.2114,244.5,1639.0955,455.7409,294.8841,296.4955
LungImg1.ome.tif,CD8,3977.3865,2119.8088,1413.2151,248.9681,2358.9521,1392.4342,268.9641,298.506
LungImg1.ome.tif,CD8,4747.7939,2184.0774,1762.3341,242.2494,2485.2639,2501.9832,277.4116,471.908
LungImg1.ome.tif,CD8: PD1,5980.4312,2052.7239,1248.4261,237.4697,2011.9515,1700.2422,303.494,616.5133
LungImg1.ome.tif,,3992.9724,2825.4102,898.5865,236.7993,704.4221,1468.0208,258.7699,280.6505
LungImg1.ome.tif,CD4,2703.4727,2286.291,1131.9376,233.6805,2362.9065,384.9325,237.748,270.4753
LungImg1.ome.tif,CD4,3300.3345,2286.0527,909.7256,250.203,1833.6428,411.6241,238.5827,322.3158
LungImg1.ome.tif,CD4: FoxP3,7678.5391,2183.2654,1324.0894,236.9637,2926.6118,702.472,978.1956,317.7039
LungImg1.ome.tif,CD8,4088.6135,2642.8054,1052.4365,240.5015,1497.2242,1189.8407,290.2478,304.9853
LungImg1.ome.tif,,3534.3521,2489.7935,715.8809,249.1629,1658.9159,396.4151,284.5009,362.7583
LungImg1.ome.tif,CD4,7842.9082,2570.7312,920.0951,237.259,2196.928,332.4853,271.7279,406.3705
LungImg1.ome.tif,CD8,8595.416,2407.8679,1476.645,238.9134,1151.7554,2729.8398,360.7121,470.1212
LungImg1.ome.tif,CD4,6872.7266,2320.196,1133.0193,234.7017,2260.116,924.2928,288.6216,299.7624
LungImg1.ome.tif,CD8,4315.8965,3328.2654,1036.4368,230.9028,1000.5926,1439.1343,260.3935,327.3472
LungImg1.ome.tif,CD4,3602.6372,2427.8276,834.3748,247.0521,1887.9719,365.0962,254.4249,361.8156
LungImg1.ome.tif,CD4,5341.5381,2399.584,1240.1379,243.548,2732.834,473.454,302.808,379.672
LungImg1.ome.tif,,2070.7065,3420.8496,876.4669,243.5383,1599.5433,418.1224,249.5179,301.551
LungImg1.ome.tif,CD8,6062.605,2392.4199,1563.7817,263.5262,2968.8647,1426.9268,307.8274,355.3329
LungImg1.ome.tif,,1939.8826,3454.4912,860.7509,248.0356,719.7296,335.0712,282.7153,254.7331
LungImg1.ome.tif,CD4,2623.7388,2221.3269,921.499,237.4313,1937.5416,363.7447,253.7988,313.0271
LungImg1.ome.tif,CD4,3152.5542,2428.3101,788.5388,246.5891,1936.2365,414.3411,239.1085,313.5659
LungImg1.ome.tif,CD4,8967.6348,1997.8846,1166.2932,236.0192,2509.8174,408.9519,316.1202,482.9327
LungImg1.ome.tif,CD4,4400.5024,3812.5886,873.8195,246.4862,1822.3674,415.6618,297.5398,270.5984
LungImg1.ome.tif,,7468.436,2410.8521,962.7985,229.2015,954.4031,1054.4209,289.6224,362.2398
LungImg1.ome.tif,CD4,3443.0942,2161.5015,914.3881,227.0323,1866.6469,482.3962,279.9973,319.8329
LungImg1.ome.tif,CD4: PD1,3147.2004,2078.5352,1373.9038,255.4776,2877.8589,452.0176,465.0337,844.8734
LungImg1.ome.tif,,5482.8403,2172.0854,844.3729,240.334,997.7236,803.6883,284.6809,310.1429
LungImg1.ome.tif,CD8,5203.7256,2430.1519,887.3867,237.316,575.5967,1030.686,274.7484,307.5239
LungImg1.ome.tif,,4888.8477,3554.115,749.3824,231.1252,1668.7021,482.6057,269.8427,329
LungImg1.ome.tif,CD4,4544.3843,2832.3479,1454.9154,258.715,3520.4976,506.4903,329.9831,351.5362
LungImg1.ome.tif,CD4: PD1,3759.9661,2271.478,1061.1439,237.9111,1506.4541,911.9605,289.7348,497.8702
LungImg1.ome.tif,PD1,1574.0177,2323.6987,976.1165,246.1139,1045.6633,1172.0734,298.362,445.6658
LungImg1.ome.tif,,1710.0947,1747.1368,760.5052,235.3053,806.9368,497.6631,251.7579,410.5895
LungImg1.ome.tif,CD8,5828.9614,1659.248,1743.7881,273.9974,1129.0775,1655.8165,273.6848,428.5271
LungImg1.ome.tif,CD8,5451.5547,1773.5886,1447.5773,255.1091,1098.6909,1717.725,263.1068,339.725
LungImg1.ome.tif,,4660.3145,3141.731,916.947,263.822,1126.8674,481.375,271.7576,310.3144
LungImg1.ome.tif,CD4: FoxP3,5696.4102,2052.5706,1215.1875,245.1984,1925.375,566.5027,1751.8424,345.5326
LungImg1.ome.tif,CD4,2603.1638,2393.2205,713.4425,228.8835,2092.6631,491.5354,255.8362,342.4142
LungImg1.ome.tif,,4449.2593,2228.1985,744.5305,248.7073,913.78,818.3301,295.3143,403.8389
LungImg1.ome.tif,CD8,5594.6636,1464.5651,1421.9193,242.7803,933.0359,1668.0941,253.5291,327.8475
LungImg1.ome.tif,CD4,6314.4355,1480.9448,1286.6404,234.1155,1781.8766,756.4016,263.9921,331.168
LungImg1.ome.tif,,2897.0129,2117.4851,657.1306,255.4198,1026.2556,413.3825,247.0261,280.3713
LungImg1.ome.tif,,3975.1667,2740.1667,806.2105,255.7719,1678.2808,325.9035,246.8421,279.9298
LungImg1.ome.tif,FoxP3,6679.6279,1781.1747,1197.0592,231.4197,1293.9155,558.4056,2153.0337,322.8929
LungImg1.ome.tif,PD1,4858.6196,2207.2561,1499.2231,273.562,941.8099,912.124,282.8347,644.7108
LungImg1.ome.tif,,3436.8074,1773.7888,679.9814,257.9689,767.3292,359.0807,253.8323,273.8571
LungImg1.ome.tif,,3249.3564,1834.0532,785.4894,266.7234,1277.1277,510.5851,251.0213,309.2819
LungImg1.ome.tif,CD4,3057.3799,3205.7534,1034.6133,256.2,2297.7666,432.2,267.0467,309.22
LungImg1.ome.tif,,3277.2087,1869.8561,1014.8273,247.7842,2132.3669,290.3022,487.777,436.0432
LungImg1.ome.tif,CD8,4897.9004,1666.6409,1648.4088,282.4475,1106.5083,1251.9613,266.3204,412.1105
LungImg1.ome.tif,,1904.1222,1773.4222,895.3222,249.9222,853.9778,923.3889,278.1444,310.7667
LungImg1.ome.tif,,1711.1852,3282.5061,686.7037,258.8642,1081.2469,300.5679,211.642,269.0988
LungImg1.ome.tif,CD4,2262.3667,2781.54,867.14,242.2933,1753.5734,333.1867,240.0667,288.68
LungImg1.ome.tif,,5156.4893,3393.2158,786,240.4245,1685.6907,344.1727,258.7914,387.3453
LungImg1.ome.tif,CD4: PD1,2485.5701,1941.686,778.8358,245.0242,1820.3575,372.1787,260.3913,432.7971
LungImg1.ome.tif,CD4,3077.8557,2004.2629,740.8505,234.1753,1549.5566,428.8144,281.1289,291.5412
LungImg1.ome.tif,CD4: FoxP3,6083.3242,2197.1296,1456.8982,225.6852,2049.25,583.0741,1506.6573,372.75
LungImg1.ome.tif,CD8,4502.0508,1671.0764,1706.8153,248.0127,976.1974,2222.8345,266.5732,385.2484
LungImg1.ome.tif,CD8,4691.5874,1271.7576,1313.5303,242.2357,662.9445,1810.0741,265.5573,360.3384
LungImg1.ome.tif,CD4,4586.98,2677.9722,1063.0757,247.3068,1845.2789,429.8725,258.1474,299.992
LungImg1.ome.tif,,4963.8472,2261.0903,819.2639,238.191,1409.9445,405.309,292.5799,392.5486
LungImg1.ome.tif,CD4,4640.0688,3645.364,1200.4399,245.7085,2264.4487,336.0353,241.8463,279.1943
LungImg1.ome.tif,CD8,4685.2944,2938.8157,1853.2655,249.5502,1158.5334,1838.1483,272.7344,494.555
LungImg1.ome.tif,CD8,2271.3608,3667.178,723.1701,230.2989,845.9825,1299.4388,228.8537,240.6646
LungImg1.ome.tif,CD4,4175.1816,2736.1174,1366.1346,274.3693,2455.9187,519.8232,269.1925,394.7637
LungImg1.ome.tif,CD4,4488.0688,2095.9944,1006.6133,256.5304,2076.7073,451.6713,278.4586,338.2983
LungImg1.ome.tif,,4002.8735,2288.2097,649.5374,249.0603,735.454,414.0575,243.1351,279.1667
LungImg1.ome.tif,,4095.3333,2435.1111,813.7235,247.4522,1458.1447,428.3256,276.6563,338.783
LungImg1.ome.tif,CD4,1851.1271,2144.1375,1027.2667,268.0875,2079.5249,413.0896,261.8667,361.8875
LungImg1.ome.tif,CD8,5707.1689,2680.9531,1215.2253,284.784,922.1315,1034.892,275.8216,342.0141
LungImg1.ome.tif,,2870.8921,3722.0791,815.5036,267.5036,1192.0323,460.5468,249.5468,350.6655
LungImg1.ome.tif,,1907.6107,2645.2444,656.2366,259.9313,999.6183,381.9221,242.087,277.3786
LungImg1.ome.tif,CD8,2816.7422,4238.0894,806.2368,232.9368,1651.1211,1162.8632,243.9026,289.2026
LungImg1.ome.tif,CD4,2192.9861,2956.7649,965.0323,253.2465,2135.9148,442.6659,291.0023,356.3157
LungImg1.ome.tif,CD4,4841.5,2495.5669,780.6275,239.1862,2284.9595,411.3219,279.1842,324.6093
LungImg1.ome.tif,PD1,3758.6826,2400.0771,539.5964,287.3039,509.6508,898.7596,294.4445,1112.9434
LungImg1.ome.tif,CD4,2429.8374,2819.2678,903.5089,266.8322,1978.6982,413.6089,550.575,302.1929
LungImg1.ome.tif,CD4,4308.8164,2060.7654,838.791,246.2677,2129.7549,339.382,237.4316,301.4196
LungImg1.ome.tif,,4828.5527,2607.2781,955.8036,247.2509,792.3091,793.9509,254.9182,284.8818
LungImg1.ome.tif,CD4,4197.6133,2214.6995,981.0654,258.09,1994.4908,380.2433,267.362,303.8957
LungImg1.ome.tif,,3212.9224,3619.8252,854.3495,244.9029,760.4272,445,292.4175,288.7281
LungImg1.ome.tif,,3765.5591,3003.0117,938.6272,239.6479,638.645,489.9527,265.4645,296.0325
LungImg1.ome.tif,,1762.4691,5539.7207,620.7551,231.0892,1378.9199,417.4806,282.3433,262.27
LungImg1.ome.tif,,1835.6083,1822.6632,746.677,242.7698,912.9725,424.1581,239.3574,269.1065
LungImg1.ome.tif,CD4,2462.5066,2378.9773,755.5118,259.8023,1694.2502,580.3028,227.656,326.6334
LungImg1.ome.tif,CD4,2907.9353,2490.2705,911.2765,254.0471,2103.2471,396.7588,258.5265,294.1471
LungImg1.ome.tif,,3463.8193,2378.8218,880.9188,286.7901,1281.0723,1222.3928,259.8961,305.5734
LungImg1.ome.tif,CD8,4605.1982,2120.843,928.215,226.6785,600.4318,2782.116,294.1981,313.7738
LungImg1.ome.tif,,5894.1704,3599.051,797.2871,243.3917,713.6497,381.1436,265.708,294.6229
LungImg1.ome.tif,CD4,2786.9814,2959.2773,807.28,289.216,2054.4294,904.7653,239.0987,341.6347
LungImg1.ome.tif,CD8,6045.3306,2362.3525,1415.4741,249.1355,1151.8805,1935.6135,254.2291,439.2809
LungImg1.ome.tif,CD4,5122.9795,2251.5933,1079.3383,246.4677,2548.4473,379.427,242.8152,303.1775
LungImg1.ome.tif,CD4,4872.2749,2860.7676,1010.777,229.7565,2724.5762,334.2398,382.3996,285.2937
LungImg1.ome.tif,CD4,3396.2571,3208.8174,750.2345,250.2119,2118.4578,520.9899,259.2052,334.9989
LungImg1.ome.tif,CD4,4485.4624,1955.1033,782.2836,232.441,2089.2688,404.441,292.3426,298.9623
LungImg1.ome.tif,,4352.8667,1694.1697,815.8939,256.2303,764.203,407.9758,236.103,282.5212
LungImg1.ome.tif,,1807.2866,2410.031,1189.6801,274.12,1319.58,367.8311,230.5178,279.5622
LungImg1.ome.tif,CD8,6049.2324,2642.554,1470.944,254.9212,1247.693,1243.7179,293.4709,329.5062
LungImg1.ome.tif,,2984.2153,3094.8503,673.3621,264.1743,1344.8092,384.8636,260.6595,285.1436
LungImg1.ome.tif,CD8,5074.7886,2252.1897,1117.9784,264.1164,964.3922,1660.569,247.1228,349.2306
LungImg1.ome.tif,CD8,5209.5029,2089.4697,816.6807,246.1963,769.5945,1620.6239,263.2073,395.6459
LungImg1.ome.tif,CD8: PD1,4549.8081,2454.22,626.74,253.255,469.0817,1272.5017,265.5617,602.7733
LungImg1.ome.tif,CD4,5061.4248,2589.781,1787.7124,252.6739,3949.4631,422.4582,276.4883,323.8646
LungImg1.ome.tif,CD8,6201.6577,2886.6145,1209.7062,249.5445,846.7332,1959.0674,274.6361,365.0512
LungImg1.ome.tif,CD4,5253.9233,3097.4597,1295.8448,263.2663,3581.0076,572.3046,312.2893,404.4349
LungImg1.ome.tif,CD8,6540.4385,2288.4602,1488.0844,261.7397,1535.812,1412.2266,298.5976,329.6313
LungImg1.ome.tif,CD4,3846.0334,2939.637,903.0838,260.2905,1750.6815,453.9777,257.8101,314.7933
LungImg1.ome.tif,CD4,3563.146,3475.7664,967.1101,254.8427,2343.3618,449.5326,234.982,278.5798
LungImg1.ome.tif,CD4,5934.4502,3101.7151,1314.2213,263.4046,2535,386.4529,254.8906,338.8549
LungImg1.ome.tif,CD4,5212.3589,2154.2207,1215.4867,260.3989,2573.2527,462.859,234.484,280.617
LungImg1.ome.tif,,4644.1055,3441.0615,895.0921,252.8509,1275.8904,537.9561,244.2061,303.1886
LungImg1.ome.tif,CD4,6688.2915,2519.8301,1253.2166,257.3806,2568.0972,532.2794,255.3887,293.9757
LungImg1.ome.tif,CD4,2273.3103,4740.1562,1292.0487,268.1826,2963.5476,403.9331,224.8864,319.3631
LungImg1.ome.tif,CD4,3668.3411,2951.4221,963.4868,258.0944,2345.8113,378.5695,283.4156,337.3576
LungImg1.ome.tif,,5106.46,3416.7466,656.66,251.7533,1261.4667,447.34,231.3,293.4067
LungImg1.ome.tif,,3056.0398,2927.6091,707.2021,254.5585,1163.984,412.4814,242.9149,290.9043
LungImg1.ome.tif,,3393.2595,3082.1465,674.5544,258.864,1326.1339,424.9289,273.7782,320.6381
LungImg1.ome.tif,,4424.2012,3572.0356,1017.5522,242.0534,835.4606,317.0407,222.3104,268.4046
LungImg1.ome.tif,,4000.071,2547.0479,766.3388,254.7923,1230.6748,381.4672,247.3839,290.75
LungImg1.ome.tif,CD4: FoxP3,4780.5767,3229.3853,765.3647,225.9912,2307.6294,298.5206,2210.8176,299.5118
LungImg1.ome.tif,CD4,3793.4243,2110.7268,985.0504,250.6154,2277.3289,332.4324,229.9204,291.2281
LungImg1.ome.tif,,3223.9238,2606.6108,722.2905,264.2807,1320.0269,369.7489,237.5458,281.6643
LungImg1.ome.tif,CD4,4459.5537,2837.6501,995.4957,257.0458,2229.9016,337.8251,249.0815,364.2767
LungImg1.ome.tif,,4255.2041,1853.7982,758.1153,261.4013,968.4656,396.5477,238.4612,277.3947
LungImg1.ome.tif,,4061.0876,2130.5527,683.4404,250.1506,1598.2247,371.2427,266.6022,328.5888
LungImg1.ome.tif,,4932.1816,2484.3154,912.1936,233.2715,1153.0179,369.8463,257.2275,275.2675
LungImg1.ome.tif,CD8,2628.8179,2468.0112,880.7618,248.8899,513.7753,1855.5529,240.2157,283.8944
LungImg1.ome.tif,,3210.8044,2500.5842,553.2483,264.4854,879.718,376.4921,267.982,280.6068
LungImg1.ome.tif,,3546.126,2418.4333,579.5074,283.9852,886.9593,396.7148,268.3222,260.8778
LungImg1.ome.tif,,4380.8169,3040.8235,958.9739,248.6275,1004.8889,687.7647,303.4771,331.4837
LungImg1.ome.tif,CD4,4770.7495,3020.4224,1184.921,252.0981,2117.4714,659.5831,270.346,306.515
LungImg1.ome.tif,CD8,6066.0659,2114.6873,1374.4659,251.766,1493.5043,1293.266,278.5851,329.7596
LungImg1.ome.tif,,6681.7993,3058.5278,814.5787,234.4573,1397.7871,338.4078,251.9055,319.1979
LungImg1.ome.tif,CD4,7579.606,2400.3284,1331.4818,243.3212,2811.3394,524.9708,439.9088,445.1241
LungImg1.ome.tif,CD4,4395.8921,3092.5518,1354.2587,268.8707,3168.9009,401.2931,477.3362,513.444
LungImg1.ome.tif,CD4,4834.1562,2304.1172,714.8642,258.9156,1797.9897,535.465,293.142,324.5967
LungImg1.ome.tif,CD4,7140.6416,2650.3845,1356.0566,254.7948,3187.5425,481.3255,403.1038,421.2807
LungImg1.ome.tif,CD8,6507.2437,2236.9836,1231.5737,232.7518,683.1312,2939.1897,319.8993,327.9579
LungImg1.ome.tif,CD4,2800.5781,3750.856,683.286,239.927,2287.0425,346.6471,260.3854,391.1643
LungImg1.ome.tif,,5811.6963,2315.0823,818.0548,234.3744,1664.6735,444.6735,305.9703,365.0228
LungImg1.ome.tif,,2851.5339,2614.0833,812.537,242.9537,871.8179,667.3796,293.1142,302.1697
LungImg1.ome.tif,CD8,5436.9131,2971.0093,964.1445,227.6835,856.1559,1568.3716,260.7913,323.0711
LungImg1.ome.tif,CD4,5557.4907,1858.8737,2196.0891,247.7286,3424.4053,584.2863,303.5948,471.606
LungImg1.ome.tif,,3144.6321,3430.1785,856.3392,251.9097,1436.8237,568.7225,567.9119,300.2225
LungImg1.ome.tif,,2430.3347,2075.2327,685.9714,228.7429,1004.9673,478.4939,276.298,343.1224
LungImg1.ome.tif,CD4,6524.5479,2211.2139,1771.1332,275.8843,2907.1616,426.1266,301.2052,359.6201
LungImg1.ome.tif,CD8,6659.9292,2354.8372,908.412,230.5092,628.3674,1238.8373,322.2887,427.2257
LungImg1.ome.tif,CD8,2706.6418,1725.422,1327.3652,223.2766,1416.4965,1205.3582,253.9965,301.4184
LungImg1.ome.tif,CD4,8599.5352,2938.8782,1180.5869,254.0435,2644.7,816.087,310.6956,370.4174
LungImg1.ome.tif,,4896.1724,2951.8782,659.3656,248.3578,711.822,554.0309,243.1451,382.6847
LungImg1.ome.tif,CD4,7131.3218,1781.9418,1447.8733,260.4247,2062.2773,553.2192,285.4658,355.5205
LungImg1.ome.tif,CD8,6536.2612,2357.1848,1358.2537,274.9434,1394.8054,2425.0789,333.2414,383.3916
LungImg1.ome.tif,,6221.2056,1800.2683,995.7422,231.6028,654.6272,513.6202,269.3798,284.9477
LungImg1.ome.tif,CD4,6812.3687,1579.1008,1335.864,253.3991,1982.4474,404.8904,317.5614,347.8553
LungImg1.ome.tif,CD8,5947.6299,2790.9343,1224.0515,231.7939,588.7424,2045.5737,265.6557,252.274
LungImg1.ome.tif,CD4: FoxP3,5982.6172,2109.5286,1396.4884,246.9006,2834.926,934.5624,2090.7209,333.8774
LungImg1.ome.tif,CD4,4214.5068,2235.5081,772.6937,241.8336,2004.9235,333.6701,272.6465,299.5464
LungImg1.ome.tif,,3965.5408,2718.5242,1103.9749,271.348,1525.283,516.8805,236.3753,312.9266
LungImg1.ome.tif,,2664.103,3583.9216,888.7598,264.3186,1626.1863,1004.2304,253.4167,376.6078
LungImg1.ome.tif,,4875.3511,2307.7542,957.8087,232.5516,1112.9287,1038.347,279.6773,309.1801
LungImg1.ome.tif,CD8,7001.9341,2374.8362,995.3506,241.2902,779.8362,1712.7874,274.4569,285.6839
LungImg1.ome.tif,CD8,4608.5425,1910.7474,991.6169,237.317,638.0526,2592.3018,287.0034,272.4407
LungImg1.ome.tif,CD8,8009.4194,2257.8103,1739.5878,263.1522,2090.8362,1620.7236,264.9532,594.6581
LungImg1.ome.tif,CD4,6924.0142,2020.2092,1373.3811,253.4728,2451.1833,785.4126,604.1948,380.2607
LungImg1.ome.tif,,4464.124,2406.1768,864.9789,235.5277,612.0237,594.9235,253.6781,263.1082
LungImg1.ome.tif,CD8,7192.4067,2878.2078,2130.8855,249.8675,1116.7139,2419.1355,270.8916,402.9819
LungImg1.ome.tif,,2260.3796,2589.5728,653.6227,235.1818,711.3841,679.7977,242.0818,273.9955
LungImg1.ome.tif,CD4,5554.0552,2630.1206,963.2207,224.2897,2084.5137,393.0483,546.7621,341.0828
LungImg1.ome.tif,CD4,3239.457,2605.4465,1599.1393,265.6571,2612.5679,923.5928,267.175,418.6893
LungImg1.ome.tif,CD8,9041.9043,1981.0479,1997.9431,253.6287,2917.0898,1387.2694,318.006,457.9281
LungImg1.ome.tif,CD4,7951.8179,3237.0317,1268.8873,234.8815,2391.6069,903.474,263.5751,411.6647
LungImg1.ome.tif,CD4,4022.9421,2851.6641,683.9984,256.5402,1819.4872,464.3199,250.9582,295.8264
LungImg1.ome.tif,CD4,1674.4078,2419.3716,822.4159,260.7578,2777.6111,373.603,252.3728,315.109
LungImg1.ome.tif,,7350.0142,2445.6501,927.6315,235.1268,887.7935,651.3216,316.9953,330.5634
LungImg1.ome.tif,CD4,6853.2495,2887.0205,1774.7826,246.4256,3138.5996,489.8925,303.0069,548.9039
LungImg1.ome.tif,CD4,4829.6333,2176.0117,1059.2345,257.8878,2715.5527,413.4841,250.0151,295.0771
LungImg1.ome.tif,CD8: FoxP3,9689.9854,2293.1294,1823.8046,262.9914,3004.9453,1322.3707,1178.3276,350.4282
LungImg1.ome.tif,CD8,6288.4375,3284.9211,1023.7527,248.5163,933.2228,1679.7039,258.6494,380.894
LungImg1.ome.tif,CD8,4026.6763,2720.928,897.3645,242.693,1223.9664,1582.0815,278.9281,328.7626
LungImg1.ome.tif,CD8,6750.3501,1880.7673,1593.7781,252.516,750.9599,1323.8717,266.2219,484.5374
LungImg1.ome.tif,,3507.6677,2476.7844,793.4558,244.6678,1478.6042,600.6926,403.4205,352.1732
LungImg1.ome.tif,,4269.8955,2495.3462,834.3132,254.467,1450.6044,846.0275,247.8462,334.4231
LungImg1.ome.tif,CD4,10272.0518,2147.7009,1471.2268,244.6186,1871.5566,561.3196,493.8144,455.9381
LungImg1.ome.tif,CD8,6307.7461,3220.6414,2331.9714,266.2921,1154.3239,2673.6096,290.8,409.746
LungImg1.ome.tif,CD4,6669.728,2945.6558,1526.8757,241.7207,3088.4666,407.845,244.3459,328.4991
LungImg1.ome.tif,,8531.3516,1732.5657,895.2743,244.82,1021.3714,424.58,250.1314,296.6686
LungImg1.ome.tif,,8902.5635,2155.3928,1194.0516,251.5318,1493.2222,1095.1349,523.6667,400.8571
LungImg1.ome.tif,CD8,5324.3564,1717.4335,1740.7382,267.7768,1026.8884,1020.5837,266.9785,413.0258
LungImg1.ome.tif,CD4,5313.4561,2774.8459,900.1843,265.8761,2503.9788,384.9033,257.6707,309.9909
LungImg1.ome.tif,CD4,4753.4033,3301.7666,1431.0022,266.1762,2465.1851,733.3766,267.9934,340.7974
LungImg1.ome.tif,CD4: PD1,4943.8687,2574.6157,881.6158,235.0079,1941.5842,426.0737,340.8684,619.1316
